gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	KIT	0.871564195336639	0.351550303233831	23.650514576098	1.10946975366075e-56	1.43232545197603e-53	1.43232545197603e-53
EFNA1	NTRK2	0.869079538285121	0.452266694263393	23.3737558046496	5.39166603798411e-56	6.96064085503749e-53	3.48032042751874e-53
BLNK	BTK	0.841417573918637	0.694797313587787	20.7154580689361	3.46643485611861e-49	4.47516739924913e-46	1.49172246641638e-46
LYN	SYK	0.807011288153921	0.821098893328039	18.1810874709653	2.39762410150197e-42	3.09533271503904e-39	7.73833178759761e-40
ANGPT1	FLT3	0.779411538703932	0.49710227902116	16.5509858455943	8.72083124209115e-38	1.12585931335397e-34	2.25171862670793e-35
PTPN6	BTK	0.712133784678745	0.600389577746352	13.4953460556198	5.35690841278049e-29	6.91576876089961e-26	1.1526281268166e-26
PTPN6	CD22	0.6899374768818	0.499610916655485	12.6805009914446	1.24655456500464e-26	1.60930194342099e-23	2.2990027763157e-24
PTPN6	CD72	0.684894838930296	0.485193099694625	12.5053648934874	4.0180713831796e-26	5.18733015568486e-23	6.48416269460608e-24
SYK	PIK3AP1	0.670242524468287	0.66587816333292	12.0152142345711	1.05778529223469e-24	1.36560081227498e-21	1.51733423586109e-22
LYN	DAPP1	0.664148964006608	0.643385308823826	11.8190531885695	3.90430814319978e-24	5.04046181287092e-21	4.89591444321277e-22
CACNA2D3	RASGRP4	0.663836150305057	0.722091699851552	11.8090986294052	4.1715769849218e-24	5.38550588753404e-21	4.89591444321277e-22
RAC1	MAP3K1	0.647108920538464	0.228633031188987	11.2923029306697	1.28582682031859e-22	1.6600024250313e-19	1.28982065250722e-20
RAC1	PAK1	0.647058309664032	0.278238548111677	11.2907836106097	1.29881243087481e-22	1.67676684825938e-19	1.28982065250722e-20
LYN	BTK	0.623004272275054	0.728566884705834	10.5961869549212	1.25362633836021e-20	1.61843160282303e-17	1.15602257344502e-18
PDGFC	PDGFRA	0.614750168649394	0.314930164054692	10.3695853802765	5.49875490660642e-20	7.09889258442889e-17	4.73259505628592e-18
PLCG2	BLNK	0.607294912179215	0.437060217227076	10.1696317459985	2.01477891451126e-19	2.60107957863404e-16	1.62567473664627e-17
PAK1	MAP3K2	0.575336985708783	0.37335036549616	9.35836485559754	3.64862090558442e-17	4.71036958910949e-14	2.77080564065264e-15
PAK1	MAP3K3	0.546953499941472	0.366631000524121	8.69214613830235	2.35099662541789e-15	3.0351366434145e-12	1.61925134296854e-13
BTK	PLCG2	0.546856547628354	0.51440636745789	8.68994794710002	2.38309647687082e-15	3.07657755164023e-12	1.61925134296854e-13
