gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	KIT	0.871549921993301	0.351503857129638	23.3801571378815	1.95957056818761e-55	2.5298056035302e-52	2.5298056035302e-52
EFNA1	NTRK2	0.85475887280686	0.452383521131733	21.6609816876041	3.77704245987152e-51	4.87616181569413e-48	2.43808090784707e-48
BLNK	BTK	0.828063073533503	0.694567243896467	19.4270251421747	2.42529557639163e-45	3.13105658912159e-42	1.0436855297072e-42
LYN	SYK	0.799257398422028	0.809799655137634	17.492154070521	4.18891678708515e-40	5.40789157212693e-37	1.35197289303173e-37
ANGPT1	FLT3	0.77939757978418	0.497033530634626	16.3621537884441	5.75232966334848e-37	7.42625759538289e-34	1.48525151907658e-34
PTPN6	BTK	0.709911234284686	0.587272911676259	13.2579037727049	3.88877648909383e-28	5.02041044742013e-25	8.36735074570022e-26
LYN	DAPP1	0.691065192455115	0.652555397153769	12.5755930180055	3.5436308834339e-26	4.57482747051316e-23	6.53546781501881e-24
PTPN6	CD22	0.690064327669357	0.506466022438822	12.5407996345472	4.45996288736795e-26	5.75781208759202e-23	7.19726510949003e-24
PTPN6	CD72	0.680299869940232	0.482985918731748	12.2083967932477	4.00834546076787e-25	5.17477398985132e-22	5.74974887761258e-23
RAC1	MAP3K1	0.659823786613752	0.272491297919136	11.5496295873742	3.07222070974057e-23	3.96623693627508e-20	3.96623693627508e-21
RAC1	PAK1	0.654160220057396	0.299158071471842	11.3757731516883	9.61591963092369e-23	1.24141522435225e-19	1.12855929486568e-20
SYK	PIK3AP1	0.640644619641047	0.64123451692882	10.974150190521	1.32975536594117e-21	1.71671417743005e-18	1.43059514785838e-19
LYN	BTK	0.619508553154393	0.738842390332851	10.3802134969019	6.27810356544753e-20	8.10503170299276e-17	6.23463977153289e-18
PLCG2	BLNK	0.609780376996449	0.473195328849045	10.1194900793817	3.3617848493497e-19	4.34006424051046e-16	3.1000458860789e-17
PAK1	MAP3K2	0.607593787506208	0.389038626945233	10.0619065480272	4.86337565113001e-19	6.27861796560884e-16	4.1857453104059e-17
BTK	PLCG2	0.574086553118176	0.525569428022336	9.22200696081027	9.94655291353128e-17	1.28409998113689e-13	8.02562488210555e-15
CACNA2D3	RASGRP4	0.567855087838616	0.687421266273971	9.07387748043042	2.5054695875261e-16	3.2345612374962e-13	1.90268308088011e-14
DUSP7	MAPK14	0.546761448914508	0.374002709893195	8.58906414924263	4.96870839725815e-15	6.41460254086027e-12	3.56366807825571e-13
RAC1	PAK2	0.541232361255056	0.312489328948532	8.46596288462712	1.05068918196593e-14	1.35643973391802e-11	7.13915649430535e-13
PAK1	MAP3K3	0.536197382048753	0.350123369003902	8.35521505373034	2.05354787610001e-14	2.65113030804511e-11	1.32556515402256e-12
DUSP3	MAPK14	0.524987977776486	0.309365351387079	8.11310130823258	8.77680747151928e-14	1.13308584457314e-10	5.39564687891971e-12
RASGRP3	RRAS2	0.511875472797864	0.509806214644114	7.83725623022965	4.49188631240791e-13	5.79902522931861e-10	2.63592055878119e-11
HGF	INSR	0.506766109228954	0.594470111683327	7.73181115351433	8.32940868492307e-13	1.07532666122357e-09	4.67533330966769e-11
PDGFD	ERBB2	0.506238742466615	0.378354723892909	7.72099049789653	8.87241507515941e-13	1.14542878620308e-09	4.77261994251283e-11
