gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
DUSP10	MAPK12	0.878858469841368	0.106066008263863	21.7966323755506	7.69809770820184e-47	9.93824414128857e-44	9.93824414128857e-44
ANGPT1	KIT	0.871401470081881	0.351019054778383	21.0174886220304	3.84703473095273e-45	4.96652183765997e-42	2.48326091882999e-42
ANGPT1	FLT3	0.832598071470861	0.532540748256188	17.7862985313188	9.64405340557083e-38	1.24504729465919e-34	4.15015764886398e-35
BLNK	BTK	0.820841904467345	0.669192014354087	17.0047087836558	7.21073991751976e-36	9.30906523351801e-33	2.3272663083795e-33
MAPK12	DDIT3	0.79457389445189	0.0837234782931779	15.4842373859873	3.88496045117095e-32	5.0154839424617e-29	1.00309678849234e-29
LYN	SYK	0.792842453237246	0.804071250497852	15.393219814953	6.54827328638398e-32	8.45382081272172e-29	1.40897013545362e-29
LYN	DAPP1	0.729578963455422	0.657999376967354	12.6225147599315	7.26174959187457e-25	9.37491872311007e-22	1.33927410330144e-22
PTPN6	BTK	0.716412616229258	0.612432388573172	12.1499066465918	1.20693872189964e-23	1.55815788997244e-20	1.94769736246554e-21
PTPN6	CD72	0.711732928102116	0.500692963425493	11.9885195461766	3.15519283438474e-23	4.0733539491907e-20	4.52594883243411e-21
PTPN6	CD22	0.702034916266529	0.52266766596776	11.6642228980685	2.17779875853913e-22	2.81153819727402e-19	2.81153819727402e-20
RAC1	PAK1	0.69200777369398	0.342940110895171	11.342373293662	1.48139015508552e-21	1.91247469021541e-18	1.73861335474128e-19
RAC1	MAP3K1	0.687969880175005	0.310852477989373	11.2163831776034	3.13671921461142e-21	4.04950450606334e-18	3.37458708838612e-19
EFNA1	NTRK2	0.654038146726273	0.453602032881128	10.2301082436373	1.0930962358552e-18	1.41118724048906e-15	1.08552864653005e-16
PAK1	MAP3K2	0.621823638063962	0.382646655343034	9.39468542017185	1.4742426489498e-16	1.90324725979419e-13	1.35946232842442e-14
PDGFD	PDGFRB	0.619334400425501	0.402471460022384	9.33359891129337	2.10378966995699e-16	2.71599246391447e-13	1.81066164260965e-14
PLCG2	BLNK	0.610968127965548	0.480259538820529	9.13159217838749	6.79419018804276e-16	8.7712995327632e-13	5.482062207977e-14
PDGFD	ERBB2	0.61011798506731	0.374977040754319	9.1113429484904	7.63897038469789e-16	9.86191076664498e-13	5.8011239803794e-14
RASGRP3	RRAS2	0.606220151632417	0.566361519024914	9.01913957463978	1.3015291074403e-15	1.68027407770543e-12	8.98246745773446e-14
RAC1	PAK2	0.606105330834163	0.394175375887352	9.01643919351687	1.32197429664566e-15	1.70666881696955e-12	8.98246745773446e-14
LYN	BTK	0.604214521537157	0.738350728089519	8.97209838191303	1.70727194117488e-15	2.20408807605677e-12	1.10204403802838e-13
PAK1	MAP3K3	0.595982717380786	0.409148990171306	8.78180157824121	5.09856951638822e-15	6.58225324565719e-12	3.13440630745581e-13
SYK	PIK3AP1	0.592342672322287	0.640310776429726	8.69903633200948	8.18964692123942e-15	1.05728341753201e-11	4.80583371605459e-13
BTK	PLCG2	0.573187549526552	0.522412938158868	8.27660017737678	9.01552635096777e-14	1.16390445190994e-10	5.06045413873887e-12
DUSP7	MAPK14	0.562933934136857	0.344967100603124	8.05893387281497	3.05787538227481e-13	3.94771711851678e-10	1.64488213271532e-11
CDC42	MAP3K1	0.535208084308438	0.242529590518293	7.49676289780805	6.79313274766849e-12	8.76993437724002e-09	3.50797375089601e-10
ANGPT1	FGFR2	0.520856337566314	0.345896780699776	7.21946475717151	3.0359495992786e-11	3.91941093266867e-08	1.49084065982203e-09
EREG	INSR	0.52059467858573	0.553899735032053	7.21448913999678	3.11794715841943e-11	4.02526978151948e-08	1.49084065982203e-09
DUSP10	MAPK1	0.505523777836637	0.41373404637507	6.93248741657967	1.39370960530746e-10	1.79927910045193e-07	6.42599678732832e-09
PTPN6	SYK	0.504583144512298	0.648897312515879	6.91517653339212	1.52656804353345e-10	1.97079934420168e-07	6.79585980759201e-09
EFNA3	NGFR	0.493386810345528	0.236074790161491	6.71161678239346	4.41863905176251e-10	5.7044630158254e-07	1.9014876719418e-08
DUSP3	MAPK14	0.4916087193031	0.320367382876053	6.67970205580288	5.21276562494928e-10	6.72968042180952e-07	2.17086465219662e-08
MAP4K4	MAP3K1	0.489737297081145	0.340229370541185	6.64623112210519	6.19687185909509e-10	8.00016157009176e-07	2.50005049065368e-08
PDGFB	FGFR1	0.48218824750521	0.295249061491202	6.51242904540845	1.2319080099967e-09	1.59039324090574e-06	4.81937345729012e-08
VEGFA	INSR	0.480709306716612	0.537866303817628	6.48643955653471	1.40667799032961e-09	1.81602128551553e-06	5.34123907504567e-08
CDC42	PAK1	0.477370061697942	0.279835588978938	6.42802278429337	1.89356886262605e-09	2.44459740165023e-06	6.98456400471494e-08
CACNA1A	RASGRP2	0.475177092593609	0.389219204795085	6.3898555785496	2.29776020202565e-09	2.96640842081511e-06	8.2400233911531e-08
MAPK1	MYC	-0.469726634774911	-0.443126618193074	-6.29565636843205	3.69480857728784e-09	4.7699978732786e-06	1.28918861439962e-07
PDGFC	PDGFRA	0.464880191253828	0.317163403723469	6.21267295004375	5.59769385085471e-09	7.22662276145343e-06	1.90174283196143e-07
AREG	ERBB2	0.463414321330971	0.295771906159419	6.18771467999472	6.33910221629627e-09	8.18378096123849e-06	2.09840537467653e-07
MAPK11	RPS6KA4	0.461893708935924	0.0824164502750054	6.16189270253996	7.20768116943545e-09	9.30511638974117e-06	2.32627909743529e-07
PLCG2	PRKCB	0.460724573205322	0.520917444926831	6.14208625388722	7.95221827759678e-09	1.02663137963774e-05	2.4917847624204e-07
PAK2	MAP3K2	0.460495524698015	0.337609382373379	6.13821068207074	8.10650348734756e-09	1.04654960021657e-05	2.4917847624204e-07
CACNA1A	RASGRP3	0.457668642924967	0.433149416435352	6.09050651575574	1.02642180948046e-08	1.32511055603927e-05	3.08165245590529e-07
NRAS	FOS	0.454237777173537	0.200748640203824	6.03292354031166	1.36292720925284e-08	1.75953902714542e-05	3.9989523344214e-07
TGFB1	TGFBR1	0.44769699946908	0.346261261952226	5.92407656766459	2.32016068260168e-08	2.99532744123877e-05	6.65628320275282e-07
HGF	INSR	0.444162217447433	0.570366991226604	5.86575080692738	3.078739077335e-08	3.97465214883949e-05	8.64054814965106e-07
BLNK	GRB2	0.442621678343472	0.469317210771128	5.84043822439214	3.47920818013671e-08	4.49165776055649e-05	9.5567186394819e-07
CACNA2D3	RASGRP4	0.442286683334566	0.655113775256149	5.83494245519448	3.57267916472616e-08	4.61232880166147e-05	9.60901833679473e-07
CDC42	PAK2	0.424602519822164	0.303991567207942	5.54901313836111	1.39150454229059e-07	0.000179643236409715	3.64736085393596e-06
EREG	CSF1R	0.424400964442925	0.561846620483994	5.54580023309877	1.41261071027729e-07	0.000182368042696798	3.64736085393596e-06
PDGFC	INSR	0.423880678304938	0.447620017458069	5.5375112268394	1.46851837546875e-07	0.000189585722273016	3.68755446335827e-06
PIK3AP1	PIK3CB	0.423560221178589	0.222327715220619	5.53240914913687	1.50400010402728e-07	0.000194166413429922	3.68755446335827e-06
MAP2K1	MAPK1	0.423221179817619	0.261181824099378	5.52701394270022	1.54243176623816e-07	0.000199127941021346	3.68755446335827e-06
MAP2K1	MAPK1	0.423221179817619	0.261181824099378	5.52701394270022	1.54243176623816e-07	0.000199127941021346	3.68755446335827e-06
LYN	CD79B	0.417703880039128	0.417396367929032	5.43961064705284	2.31660045665204e-07	0.000299073118953778	5.43769307188688e-06
VEGFA	CSF1R	0.414949863626465	0.470650195386159	5.39625638775074	2.83042596350499e-07	0.000365407991888494	6.52514271229454e-06
DUSP6	MAPK1	0.41369119812282	0.366601641673832	5.37650203567296	3.09995780950541e-07	0.000400204553207148	7.02113251240611e-06
PDGFC	IGF1R	0.405243260898581	0.360028830086041	5.24486576793714	5.65408070458528e-07	0.00072994181896196	1.25852037752062e-05
SYK	BLNK	0.401963055683684	0.450725021034521	5.1941904010415	7.10868168848608e-07	0.000917730805983553	1.555475942345e-05
RASGRP4	NRAS	0.401158350833777	0.272910188650196	5.18179522513314	7.51655264070301e-07	0.000970386945914759	1.6173115765246e-05
PTPN6	LILRA4	0.400469818962239	0.372392080436046	5.17120085888882	7.88315269308768e-07	0.00101771501267762	1.66838526668462e-05
LYN	CD79A	0.398822768177169	0.227433743263982	5.14590012562093	8.83046896396393e-07	0.00114001354324774	1.81468679705931e-05
PTPN6	LILRB1	0.398781474093184	0.477341599744379	5.14526656048311	8.8555591181051e-07	0.00114325268214737	1.81468679705931e-05
SYK	PLCG2	0.395715400842327	0.554836129970192	5.09832800161484	1.09205574177763e-06	0.00140984396263492	2.20288119161706e-05
ANGPT1	IGF1R	0.393353899224925	0.158524585733226	5.06231369574763	1.28155058560226e-06	0.00165448180601252	2.53520258601807e-05
MAPK1	FOS	0.393186875864768	0.297734241400838	5.05977099447873	1.29607568301466e-06	0.00167323370677193	2.53520258601807e-05
FGF22	EPHA2	0.392838253730803	0.162095565905662	5.05446560969596	1.32689966785687e-06	0.00171302747120322	2.5567574197063e-05
PRKCA	RRAS2	-0.385451761372455	-0.393477708924366	-4.94265569640803	2.16966862214615e-06	0.00280104219119068	4.11917969292747e-05
HGF	CSF1R	0.382141176596075	0.530963780742571	4.89290771872147	2.69424238666845e-06	0.00347826692118897	5.04096655244778e-05
LYN	CD19	0.380942765545212	0.361107512777354	4.87495383041409	2.91224172483756e-06	0.00375970406676529	5.3710058096647e-05
RASGRP2	RRAS2	0.38010497926488	0.374375085138359	4.86241968870761	3.07447246921298e-06	0.00396914395775396	5.59034360247036e-05
INPP5D	FCGR2B	0.377588781936267	0.365115675878209	4.82485866804305	3.61484155506036e-06	0.00466676044758292	6.48161173275406e-05
CD19	PIK3R1	-0.377279000003753	-0.426637104116098	-4.82024298737872	3.68728034687819e-06	0.00476027892781974	6.52093003810924e-05
AREG	EPHA2	0.375679945160342	0.0704321392914159	4.79644737258738	4.0836183426214e-06	0.00527195128032423	7.07709814233095e-05
MAP3K1	CHUK	0.375573431753845	0.127464855572676	4.79486411744432	4.11140480770582e-06	0.00530782360674821	7.07709814233095e-05
RAC2	PAK1	-0.375084800751476	-0.123866517680016	-4.78760375649548	4.24118832154842e-06	0.00547537412311901	7.20443963568291e-05
CACNA2D4	RASGRP2	-0.371828684686501	-0.377370863721383	-4.73934056509704	5.21043154747154e-06	0.00672666712778576	8.7359313347867e-05
FLT3LG	INSR	-0.365572422791428	-0.378584170584538	-4.64717524092194	7.68998277932455e-06	0.00992776776810799	0.000125611134372318
CD19	VAV2	0.365527424117694	0.39366165410295	4.64651499431601	7.71131695656843e-06	0.00995531019092984	0.000125611134372318
IGF1	ERBB2	0.365375407374368	0.220231885009263	4.64428479464507	7.78380383407082e-06	0.0100488907497854	0.000125611134372318
RAC2	MAP3K1	-0.365082401282905	-0.221938901611627	-4.63998738503705	7.92534108035009e-06	0.010231615334732	0.000126316238700395
EFNA3	PDGFRB	0.361319347366282	0.205707635122552	4.58493672308099	9.97352716266061e-06	0.0128758235669948	0.000157022238621888
TGFA	EPHA2	0.359051386460989	0.177665606040065	4.55188289670176	1.14395980135572e-05	0.0147685210355023	0.000177933988379546
VAV1	RAC2	0.358654866263154	0.327050031445854	4.54611344849671	1.17159583501111e-05	0.0151253022299934	0.000180063121785636
MAPK14	MAPKAPK3	0.358295155184562	0.272258279187169	4.54088202356868	1.19721060423673e-05	0.0154559889006962	0.000181835163537602
MAPK3	MAPT	0.35730012056839	0.218396792768976	4.52642290253203	1.27084825091872e-05	0.0164066509193607	0.00019077501069024
VAV2	BLNK	0.355981323364194	0.394309443307543	4.50728631058381	1.37504904321321e-05	0.0177518831478825	0.000204044633883707
