gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	FLT3	0.992889033975684	0.596374439628983	65.1418024419575	4.2516065250805e-58	5.48882402387893e-55	5.48882402387893e-55
ANGPT1	KIT	0.988615126338799	0.347710713758028	51.3159876046245	6.85672343124266e-52	8.85202994973427e-49	4.42601497486714e-49
FGF22	EPHA2	0.861850909163516	0.16830533563839	13.2724346430043	1.21238716069753e-19	1.56519182446051e-16	5.21730608153504e-17
BLNK	BTK	0.852570863304665	0.620607293747748	12.7413758868045	7.64072265851147e-19	9.86417295213831e-16	2.46604323803458e-16
LYN	SYK	0.829454915396904	0.799719818302312	11.5978434852852	4.5450304112916e-17	5.86763426097746e-14	1.17352685219549e-14
ANGPT1	FGFR2	0.810192986939791	0.347710713758028	10.7953028544805	8.80036424682299e-16	1.13612702426485e-12	1.89354504044141e-13
HGF	INSR	0.785504196145186	0.488683984788531	9.91342188921641	2.48396373515028e-14	3.20679718207901e-11	4.58113883154144e-12
RAC1	PAK1	0.774531516181035	0.279725855677001	9.56355216307529	9.55304991977382e-14	1.2332987446428e-10	1.5416234308035e-11
CACNA1E	RASGRF1	0.763333838963243	0.752568161331662	9.22877544422427	3.50210121158037e-13	4.52121266415026e-10	5.02356962683362e-11
VEGFA	INSR	0.761448829745663	0.531089871104701	9.17444601818439	4.32776345981403e-13	5.58714262661991e-10	5.58714262661991e-11
SYK	PIK3AP1	0.759604246238411	0.743900918507565	9.12181803477217	5.31390096485151e-13	6.8602461456233e-10	6.23658740511209e-11
PTPN6	CD72	0.757992087548238	0.500287631492259	9.07624789263109	6.34864335169447e-13	8.19609856703756e-10	6.83008213919797e-11
CACNA2D3	RASGRP4	0.752410571158584	0.563895059201403	8.92145778882402	1.16312589777435e-12	1.50159553402669e-09	1.15507348771284e-10
PAK1	MAP3K2	0.741527652049817	0.257782502512764	8.63217104085053	3.62157573948267e-12	4.67545427967213e-09	3.3396101997658e-10
EREG	INSR	0.737456473716141	0.526680812605603	8.52793116296009	5.45967442422665e-12	7.0484396816766e-09	4.6989597877844e-10
PTPN6	BTK	0.735385023590629	0.655151811252206	8.47568027889795	6.70840261097753e-12	8.66054777077199e-09	5.41284235673249e-10
PDGFC	INSR	0.727134028087409	0.476168507096833	8.27259334445422	1.49566188687659e-11	1.93089949595768e-08	1.13582323291628e-09
PTPN6	CD22	0.71069411417749	0.435847286142959	7.89010569483414	6.79904720504212e-11	8.77756994170938e-08	4.8764277453941e-09
LYN	DAPP1	0.709396075628678	0.490317391035989	7.86106903911133	7.62849880589913e-11	9.84839195841578e-08	5.18336418863988e-09
DUSP3	MAPK14	0.695434414119183	0.423733822757203	7.55857947996784	2.53217461877716e-10	3.26903743284131e-07	1.63451871642066e-08
CACNA1A	RASGRP3	0.683959967352339	0.435731551965451	7.32248802299036	6.45937329083109e-10	8.33905091846294e-07	3.97097662783949e-08
