gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
PDGFA	PDGFRA	0.95485852519497	0.502013865363748	61.9961844531259	3.42661704319596e-198	4.3243907085133e-195	4.3243907085133e-195
ANGPT1	KIT	0.796186391572909	0.31494894111497	25.3801351504563	3.47877034789926e-83	4.39020817904887e-80	2.19510408952443e-80
PDGFC	PDGFRA	0.789843505792447	0.449617952248078	24.8389700577256	5.42879094910386e-81	6.85113417776907e-78	2.28371139258969e-78
ANGPT1	FLT3	0.653488504235218	0.5	16.6513714353332	6.45202882875205e-47	8.14246038188509e-44	2.03561509547127e-44
EREG	KIT	0.59535058151305	0.357717881211597	14.2914641530054	3.07209273109643e-37	3.87698102664369e-34	7.75396205328739e-35
EFNA5	FLT1	0.514787671592514	0.31494894111497	11.5813133733874	1.07234068593626e-26	1.35329394565156e-23	2.25548990941927e-24
EREG	FLT3	0.485781913926975	0.287116153117254	10.7191809929778	1.52511533942792e-23	1.92469555835803e-20	2.74956508336862e-21
PPM1A	MAP2K3	0.347282099162809	0.1761953448245	7.14269057096576	4.85108211557052e-12	6.12206562985e-09	7.65258203731249e-10
LYN	DAPP1	0.301290464074002	0.130997703484778	6.09426587651169	2.74940879096501e-09	3.46975389419784e-06	3.85528210466427e-07
CSF1	CSF1R	0.282432369977326	0.241976006823274	5.67854778775742	2.74071819048177e-08	3.45878635638799e-05	3.26766069042854e-06
ANGPT1	FGFR2	0.282104796569599	0.403292320376848	5.67139181497705	2.84819870005657e-08	3.59442675947139e-05	3.26766069042854e-06
INS	FGFR1	0.250364675249948	0.147584458115358	4.98770952743409	9.39359482561353e-07	0.00118547166699243	9.87893055827023e-05
LYN	BTK	0.237160468518809	-0.004522488527772	4.70851715452627	3.52753041389108e-06	0.00445174338233054	0.000342441798640811
DUSP5	MAPK12	0.23248143259224	0.1097554087423	4.6102566737261	5.53732925148131e-06	0.00698810951536941	0.000499150679669244
RAC2	PAK2	0.230807074491126	0.199403871130192	4.57517756251571	6.49226300523561e-06	0.00819323591260734	0.000546215727507156
CACNA1F	RASGRP4	0.218141245065403	0.233523143405433	4.31118124850935	2.08217317875049e-05	0.0262770255158312	0.00164231409473945
DUSP10	MAPK11	0.21701738110733	0.210687871738481	4.28786928118551	2.30157494815797e-05	0.0290458758457536	0.00170858093210315
DAPP1	RAC1	0.21552582173352	0.0367162425259044	4.25695793293579	2.6267479887163e-05	0.0331495596175997	0.00184164220097776
PDGFB	ERBB2	0.213188728824027	0.052178608475111	4.20858633046559	3.22512827866413e-05	0.0407011188767413	0.00214216415140744
PDGFC	KIT	0.207834336530485	0.3896793078963	4.09804833606608	5.11779067111675e-05	0.0645865182694934	0.00314638394122762
PDGFA	IGF1R	0.207566735235597	0.220512306494103	4.09253408223323	5.23566265972901e-05	0.0660740627657801	0.00314638394122762
EREG	FGFR2	0.206741495766124	0.228977287026074	4.07553504734964	5.61550220208547e-05	0.0708676377903186	0.0032212562631963
DUSP2	MAPK1	0.204886614284116	0.138974584626422	4.03735960608684	6.56626656813724e-05	0.082866284089892	0.00360288191695183
FGF9	FLT1	0.203967108759582	0.0728089166179281	4.01845206489822	7.09199753415971e-05	0.0895010088810955	0.00372920870337898
RAC2	MAP3K1	0.193514991152149	0.199056189078713	3.80429332883007	0.000166197243090412	0.2097409207801	0.008389636831204
DUSP3	MAPK14	0.18946504441511	0.132881320016041	3.72167846524654	0.000228480637779984	0.28834256487834	0.0110900986491669
MAPK12	ATF2	0.18864832555606	0.114764740539907	3.70504225067825	0.000243434946194486	0.307214902097441	0.0113783297073126
DUSP5	MAPK1	0.186473718615883	0.175771493435173	3.66078519424465	0.000287831037092356	0.363242768810553	0.0129729560289483
VEGFA	ERBB3	0.184971634294453	0.107747373896614	3.63024774674793	0.000322790539355368	0.407361660666474	0.0140469538160853
EFNA3	NTRK1	0.181872096521603	0.173306352624857	3.56731697858249	0.000407788701125428	0.51462934082029	0.0171543113606763
MAPK1	RPS6KA1	0.17882155230398	0.185233609556787	3.50548832890519	0.000511394690603295	0.645380099541358	0.0208187128884309
MAPK12	RPS6KA5	0.175627321437202	0.0824419257225659	3.44085932580436	0.000645695134450619	0.814867259676681	0.0254646018648963
FGF22	FGFR2	0.17464620191063	0.209688491884552	3.42103091492347	0.000693089771275445	0.874679291349612	0.0261000414767594
SOS2	GRB2	0.174042112947557	0.0690316728054679	3.4088275184878	0.000723852180417254	0.913501451686575	0.0261000414767594
GRB2	SOS2	0.174042112947557	0.0690316728054679	3.4088275184878	0.000723852180417258	0.91350145168658	0.0261000414767594
CHUK	NFKB1	0.173412831881552	0.0435234942574766	3.39611942837972	0.000757237135116674	0.955633264517243	0.0265453684588123
CACNA2D3	RASGRF2	0.169724504749166	0.0553691165592985	3.32172072221787	0.000983280039223838	1	0.0335378218783914
PPP5C	MAP3K5	0.168150645603177	0.153523602711388	3.29001774548685	0.00109748151196842	1	0.0358522364715153
PDGFC	FLT3	0.167811202059319	0.309814276108749	3.28318358016918	0.00112366129764222	1	0.0358522364715153
AREG	FGFR1	0.167649135943451	0.14434288050278	3.27992105616065	0.00113636248721126	1	0.0358522364715153
VEGFB	INSR	0.161993742377627	0.0584651748976985	3.16624256568056	0.00167164038669865	1	0.0514539065369194
LYN	SYK	0.159865098698251	0.0865693269790463	3.12353859490677	0.00192696557642183	1	0.0542707610613847
ANGPT2	INSR	0.159442425339146	0.105187899852352	3.11506443891095	0.00198172468744279	1	0.0542707610613847
DUSP4	MAPK11	0.15925656647124	0.0955559000073926	3.1113387209393	0.00200625077163049	1	0.0542707610613847
SOS2	NRAS	0.159240680823269	0.0688045035417299	3.11102029375222	0.00200835987155279	1	0.0542707610613847
TGFB1	TGFBR2	-0.158889030423027	-0.15639792692734	-3.10397210975703	0.00205556971385482	1	0.0542707610613847
EFNA5	ERBB3	0.158881668167308	0.163230019112392	3.10382455987633	0.00205656886123412	1	0.0542707610613847
MAP3K12	MAP2K7	-0.15882568425036	-0.0919918948234472	-3.10270258141455	0.00206418108632842	1	0.0542707610613847
IKBKG	RELB	0.158327007982797	0.209515164537945	3.0927099210979	0.00213313153476957	1	0.0549390203444734
PDGFD	CSF1R	0.15739837297097	0.0899424088043588	3.0741080502408	0.00226716358431027	1	0.057041077364172
EREG	FLT4	0.157122003898083	0.106072085201672	3.06857360454108	0.00230851119003111	1	0.057041077364172
MAPK13	ELK4	0.15684693954747	0.116054049443632	3.06306602059076	0.00235034550153482	1	0.057041077364172
PTPN6	CD22	0.154769764969451	0.131506843648371	3.02149847140708	0.00268927299565377	1	0.0640351418965105
TRADD	CASP3	0.150223299856792	0.171562876859351	2.93065892611311	0.00359125490195641	1	0.0839289571531294
DUSP4	MAPK1	0.147323702105598	0.117643951408669	2.87282396767338	0.00430147806863516	1	0.0986993695021377
PDGFC	IGF1R	0.140367279996981	0.0824553331849551	2.73437775064493	0.00654873386019078	1	0.147580395206442
