gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
PDGFA	PDGFRA	0.992254451148954	0.579572265083749	128.550697150189	1.24633203679911e-236	1.57287103044048e-233	1.57287103044048e-233
ANGPT1	FLT3	0.941688965184065	0.5	45.0393545181869	1.60228419292634e-124	2.02208265147304e-121	1.01104132573652e-121
ANGPT1	KIT	0.919581551977622	0.314388671934254	37.6668241640588	4.46467159911573e-107	5.63441555808405e-104	1.87813851936135e-104
PDGFC	PDGFRA	0.641950980153187	0.450666930658952	13.4741199768852	1.02264109389734e-31	1.29057306049844e-28	3.22643265124611e-29
ANGPT1	FGFR2	0.53567346875196	0.404289808602836	10.2091322201204	8.73529430373119e-21	1.10239414113088e-17	2.20478828226175e-18
CD19	VAV2	0.503582217361827	0.0608239995438564	9.38065172571114	3.45328251830827e-18	4.35804253810504e-15	7.26340423017506e-16
EREG	FLT3	0.471936264260959	0.284176645088067	8.61480711369002	6.99631281302746e-16	8.82934677004065e-13	1.26133525286295e-13
EREG	KIT	0.461616525327514	0.352982039352829	8.37468820373656	3.5233491928222e-15	4.44646668134162e-12	5.55808335167702e-13
PLCG2	PRKCB	0.405914260335898	0.00241067128655269	7.14792865534632	8.96406604811714e-12	1.13126513527238e-08	1.25696126141376e-09
PPM1A	MAP2K3	0.364103845066849	0.290491769465961	6.29155983539184	1.33235307700041e-09	1.68142958317452e-06	1.68142958317452e-07
MAPK14	MAPKAPK2	0.360217394976728	0.205898385448712	6.21432821291242	2.04766444768119e-09	2.58415253297366e-06	2.3492295754306e-07
MAPK13	ELK4	0.354686552140686	0.212052956689827	6.10505860181945	3.73746599854047e-09	4.71668209015807e-06	3.93056840846506e-07
MAPK13	MAPKAPK2	0.344944905608218	0.140966448174683	5.91436953340844	1.04900421014941e-08	1.32384331320856e-05	1.01834101016043e-06
LYN	DAPP1	0.328522658807502	0.184443495931442	5.59776995760187	5.52505568548571e-08	6.97262027508297e-05	4.98044305363069e-06
