gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	FLT3	0.999911678961707	1	438.695933006714	2.15436185819121e-65	2.71880466503731e-62	2.71880466503731e-62
PDGFA	PDGFRA	0.99987491092753	0.593922184322353	368.615868747314	7.99533204961973e-63	1.00901090466201e-59	5.04505452331005e-60
ANGPT1	KIT	0.995276764819964	0.301833071161818	59.7808335130454	4.97823417994742e-36	6.28253153509364e-33	2.09417717836455e-33
EREG	FLT3	0.986923578819911	0.270848257564922	35.7016223287693	1.54096949264322e-28	1.94470349971574e-25	4.86175874928936e-26
EREG	KIT	0.98359111790811	0.299973285780964	31.7898502530241	7.12553829582828e-27	8.99242932933529e-24	1.79848586586706e-24
ANGPT1	FGFR2	0.969426727729956	0.402261245638256	23.0363448969154	2.5136961845978e-22	3.17228458496242e-19	5.28714097493737e-20
EREG	FGFR2	0.954870984191604	0.18813301574001	18.7455062492707	1.6852347231067e-19	2.12676622056066e-16	3.03823745794379e-17
PPM1A	MAP2K3	0.927285479256854	0.499099099099099	14.44339604164	4.5236693514744e-16	5.70887072156069e-13	7.13608840195087e-14
PDGFC	PDGFRA	0.916930094575497	0.52178140447278	13.398330599642	4.01110486865596e-15	5.06201434424382e-12	5.62446038249314e-13
CACNB4	RASGRP4	0.914810393245361	0.327464265776492	13.2073094555531	6.05431420983273e-15	7.64054453280891e-12	7.64054453280891e-13
EREG	INSR	0.896830039710103	0.310827632679027	11.8211237588206	1.36237314393121e-13	1.71931490764119e-10	1.56301355240108e-11
SYK	PIK3AP1	0.894087477094294	-0.357396398564779	11.6398074880881	2.08234733678168e-13	2.62792233901848e-10	2.1899352825154e-11
ANGPT1	CSF1R	0.888674091432108	0.169011536445161	11.3006998964428	4.65492727869818e-13	5.8745182257171e-10	4.51886017362854e-11
EREG	CSF1R	0.877694567736695	0.180625130725922	10.6794164047777	2.11026555660098e-12	2.66315513243044e-09	1.90225366602174e-10
ANGPT1	INSR	0.865219696239745	0.180799856216029	10.0620771759986	9.95346716013706e-12	1.2561275556093e-08	8.37418370406198e-10
CD19	VAV3	0.855898270427859	0.327336224387235	9.65050248852831	2.87792039158764e-11	3.6319355341836e-08	2.26995970886475e-09
LYN	BTK	0.850054772309449	-0.0597807957462574	9.41082616505	5.39551684009492e-11	6.80914225219979e-08	4.00537779541164e-09
PDGFC	IGF1R	0.84320541664109	0.344156651037073	9.14577366614385	1.09062594341773e-10	1.37636994059318e-07	7.64649966996209e-09
MAPKAPK2	ATF4	0.837684077017032	0.664521527857801	8.94342212764839	1.8779238428145e-10	2.3699398896319e-07	1.24733678401679e-08
MAP3K5	MAP2K3	0.833866886541784	0.262264750979481	8.8089507143188	2.70256759222605e-10	3.41064030138928e-07	1.70532015069464e-08
LYN	SYK	0.771405138299416	0.0814097944955467	7.06854136339897	3.6592029825376e-08	4.61791416396245e-05	2.19900674474402e-06
TAOK3	MAP2K3	0.762042595509395	0.574259974259974	6.86216083885263	6.69053228627046e-08	8.44345174527332e-05	3.83793261148787e-06
TP53	TP53I3	0.748267677296945	0.353184398774891	6.57692649969663	1.54956445562754e-07	0.000195555034300196	8.50239279566068e-06
LYN	DAPP1	0.709084961901578	0.339887108288459	5.86371456353267	1.29441919956022e-06	0.001633557029845	6.80648762435416e-05
PPP3CA	NFATC2	0.70703278629605	0.590680911314197	5.82973173136341	1.43297145386395e-06	0.00180840997477631	7.23363989910522e-05
TP53	CD82	0.675117803145899	0.438352638352638	5.33621581251429	6.28518191796572e-06	0.00793189958047274	0.000305073060787413
NFKBIB	RELA	0.670106748814345	0.427440634130498	5.26410592182032	7.80003240297148e-06	0.00984364089255001	0.000364579292316667
DAPP1	RAC1	0.660342160036454	0.220876472058471	5.12730160596672	1.17447905215324e-05	0.0148219256381739	0.000529354487077639
PIK3CB	AKT1	0.655106087310231	0.107301463986785	5.05586432290147	1.45393979217629e-05	0.0183487201772648	0.000632714488871199
MAP3K11	MAP2K7	0.647409451813946	0.507754682819877	4.95316031144371	1.97531889023685e-05	0.024928524394789	0.000830950813159635
CSF1	FGFR1	0.646106911709628	0.745468285864423	4.93604131199955	2.07872436874848e-05	0.0262335015336058	0.000846241984955026
PDGFA	IGF1R	0.644375295954419	0.24077897526006	4.9133975807581	2.22380331290077e-05	0.0280643978088077	0.000874059392401953
PIK3R3	AKT1	0.643668971484845	0.128347813998947	4.90419842574567	2.28557527331731e-05	0.0288439599492645	0.000874059392401953
MAPK3	LAMTOR3	0.635425898200739	0.648947810083098	4.7983953476574	3.13093972216079e-05	0.0395124592936692	0.00113205158985891
PPP3CC	NFATC3	0.634602532776652	0.33976833976834	4.78798090267812	3.22930722939149e-05	0.0407538572349206	0.00113205158985891
PPP3CC	NFATC3	0.634602532776652	0.33976833976834	4.78798090267812	3.22930722939149e-05	0.0407538572349206	0.00113205158985891
MAPK13	CDC25B	0.629427070436893	0.514874543314706	4.7231372576688	3.91447387058333e-05	0.0494006602467616	0.00133515297964221
ECSIT	TRAF6	0.621448216745009	0.568110540440245	4.62519678157255	5.23104342363284e-05	0.0660157680062464	0.00173725705279596
ANGPT1	IGF1R	0.619533389494487	0.308044125313116	4.60204592408655	5.60136552232531e-05	0.0706892328917454	0.00181254443312168
EREG	IGF1R	0.606659422702213	0.188996937379872	4.44977567796275	8.77113522272771e-05	0.110691726510824	0.00276729316277059
TP53	CCNG1	0.598783167428093	0.406177606177606	4.35937958100713	0.000114316622877475	0.144267578071373	0.00350618521090373
PRKCB	NRAS	0.598164116084591	0.508306608920246	4.3523595837396	0.000116687621915972	0.147259778857957	0.00350618521090373
AREG	IGF1R	0.596567778332067	0.101960784313725	4.33431309693675	0.000123007171243482	0.155235050109274	0.00361011744440173
RASA1	NRAS	0.594014519111988	0.538595360824742	4.30561438320011	0.000133756825746336	0.168801114091876	0.00383638895663355
DUSP4	MAPK1	0.591251134912042	0.591046360436449	4.27478033416402	0.000146336194445009	0.184676277389601	0.00410391727532447
AKT1	MAP3K5	0.587128136324585	0.105607556494868	4.22920476066391	0.000167085285576246	0.210861630397222	0.00458394848689614
PAK2	MAP3K3	0.583333638602482	0.578782512989239	4.18770461316943	0.000188475213166806	0.237855719016509	0.00506075997907466
FASLG	FAS	0.581019686964211	0.524049943331977	4.16260171863292	0.000202694278402563	0.255800179344034	0.00532917040300072
MAPK1	JUN	0.576463098266701	0.627493885957009	4.11361305703212	0.000233535956801578	0.294722377483591	0.00598344632198778
DUSP10	MAPK1	0.575977038859313	0.499923372953223	4.10842155510065	0.000237062057131053	0.299172316099389	0.00598344632198778
PAK2	MAP3K2	0.571991441939512	0.640834212795232	4.06609643382588	0.000267821975823917	0.337991333489783	0.00651389820222931
EFNA4	IGF1R	0.571920364634592	0.177406337666719	4.06534554246873	0.000268401510709924	0.338722706515924	0.00651389820222931
VAV1	RAC2	0.567446760636774	0.316859716859717	4.01835587196676	0.000307214314408122	0.38770446478305	0.00727444555289241
BID	CYCS	0.567009151774173	0.514800514800515	4.0137877407904	0.000311267876272734	0.39282005985619	0.00727444555289241
PTPN7	MAPK1	0.558940968511888	0.516506854792438	3.93044937404771	0.000395080082570699	0.498591064204222	0.0090652920764404
AREG	PDGFRA	0.55828993162364	0.286972021591776	3.92379647385285	0.000402648313919787	0.508142172166771	0.00907396736012091
GRB2	FGFR1	0.557449988473219	0.386064978528028	3.91522870595564	0.000412603367498345	0.520705449782911	0.00913518332952476
LYN	CD19	0.556335880862222	0.133791629063285	3.90389124556375	0.000426146076638101	0.537796348717283	0.00927235083995316
CHEK1	TP53	0.551186119058298	0.174993680656894	3.8518789935024	0.000494030992200978	0.623467112157634	0.0105672391891124
PPP3R1	NFATC1	0.549706696179391	0.417155070381248	3.83705466661872	0.000515234736971498	0.65022623805803	0.0106594465255415
PPP3R1	NFATC1	0.549706696179391	0.417155070381248	3.83705466661872	0.000515234736971498	0.65022623805803	0.0106594465255415
DUSP5	MAPK1	0.54827286015665	0.671295877896845	3.82273651210519	0.000536553669968186	0.677130731499851	0.0109214634112879
TP53	CCNG2	0.542216385815041	0.154479922730872	3.76278425440208	0.00063551400623719	0.802018675871334	0.012606230837287
ANGPT2	CSF1R	0.542001674070976	0.403060461628465	3.76067426861327	0.000639301722334683	0.80679877358637	0.012606230837287
GADD45B	MAP3K4	0.531380579180092	0.457302441213649	3.65757657541883	0.000853586867264767	1	0.0165727173305867
MAPK13	MAPKAPK3	0.529666444318626	0.423530240490501	3.64116673629373	0.000893564652343776	1	0.0170860392614825
MAPK1	ELK1	0.525787913205503	0.592225511648861	3.60426456526045	0.000990192379382241	1	0.018651086310155
DUSP9	MAPK11	0.523226423213584	0.339372471760256	3.5800641187919	0.00105896393540911	1	0.0196531248012691
EFNA5	ERBB3	0.520508927862621	0.456569307235644	3.55453579186399	0.00113650210151686	1	0.0207864587262939
VEGFA	ERBB3	0.51983352609968	0.424712308072996	3.54821409666242	0.00115653358982982	1	0.020850648433789
FLT3LG	IGF1R	-0.517634186782794	-0.0378740392116758	-3.52769150334046	0.00122393812701572	1	0.0217550692435752
IKBKB	NFKBIE	0.516261111846451	0.408450552267407	3.51492750018513	0.00126775409180559	1	0.0222209119980369
NRAS	JUN	0.508656851518174	0.464485878768129	3.44490040286104	0.00153635002870387	1	0.026275164322901
CACNA2D2	RASGRF2	0.508543675095351	0.240374735019577	3.44386649514564	0.00154069901734919	1	0.026275164322901
TAOK2	MAP2K3	0.504644198173235	0.360592476558574	3.40838942111408	0.00169730738947191	1	0.028560025673514
MAPK1	MKNK2	0.502429556220513	0.444136954563007	3.38836581356031	0.00179233337743242	1	0.0295959025850716
MAPK8	JUND	0.502124716817893	0.204639345174359	3.38561662767518	0.00180577218625239	1	0.0295959025850716
DUSP1	MAPK1	0.49184517543637	0.508269516465322	3.29388149624224	0.00231387652257494	1	0.0374373355319176
BCL2	BAX	0.487407496440221	0.423423423423423	3.2548468211595	0.00256927538942092	1	0.0410433612841671
