gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
PDGFA	PDGFRA	0.991734638321636	0.578779942105172	155.167704683521	0	0	0
ANGPT1	FLT3	0.755279680360577	0.5	23.1340753408321	5.92792080748643e-76	7.48103605904788e-73	3.74051802952394e-73
ANGPT1	KIT	0.739841146296452	0.315047575872216	22.0758228378134	2.30282653698395e-71	2.90616708967374e-68	9.68722363224582e-69
PDGFC	PDGFRA	0.642496157531121	0.44943300411067	16.8317983551283	1.58426627729647e-48	1.99934404194815e-45	4.99836010487036e-46
ANGPT2	CSF1R	0.566377300465963	0.134551878054782	13.7960311859558	9.8482950549566e-36	1.24285483593552e-32	2.48570967187105e-33
ANGPT1	FGFR2	0.427485493222041	0.403674784007618	9.4928103612427	2.01188544671512e-19	2.53899943375448e-16	4.23166572292414e-17
RAC1	PAK2	0.324647048978987	0.156211286179754	6.89046440369551	2.15069296013096e-11	2.71417451568527e-08	3.79313407987001e-09
CD19	VAV2	0.32389826785875	0.0719912610869433	6.87270681035912	2.40452239611411e-11	3.03450726389601e-08	3.79313407987001e-09
MAP3K8	MAP2K1	0.279556705201071	0.0647441270380487	5.84511104207841	1.04607617543403e-08	1.32014813339775e-05	1.46683125933083e-06
EFNA5	ERBB3	0.270862206385212	0.164764777982589	5.64867902766078	3.05928879812859e-08	3.86082246323828e-05	3.86082246323828e-06
CACNA2D3	RASGRF2	0.251692299063257	0.0582801529930758	5.22075788913988	2.86056110669708e-07	0.000361002811665172	3.28184374241065e-05
KRAS	ARAF	0.241323604852899	0.139667934874321	4.99207997411644	8.90764157457617e-07	0.00112414436671151	9.26496166898733e-05
CACNA1F	RASGRP4	0.240635628157723	0.23481559331081	4.97697224619139	9.58779895849013e-07	0.00120998022856145	9.26496166898733e-05
FLT3LG	CSF1R	0.239983697508464	0.109093359088768	4.96266342489859	1.02780874299384e-06	0.00129709463365823	9.26496166898733e-05
AKT3	MAP3K5	0.239182613890993	0.0854737991439075	4.94509069112183	1.11916929918836e-06	0.00141239165557571	9.41594437050474e-05
DUSP10	MAPK11	0.230235614828953	0.218239923473831	4.7495446347304	2.83909256600072e-06	0.00358293481829291	0.000223933426143307
DUSP5	MAPK12	0.226834397648819	0.110249964876544	4.67554457125535	4.00568235460048e-06	0.00505517113150581	0.000297363007735636
PAK2	MAP3K3	0.222846654273265	0.116221209577138	4.58901292491838	5.95716077496381e-06	0.00751793689800433	0.00041766316100024
MAPK13	MAPKAPK2	0.215525788325284	0.17497795301232	4.43078157481091	1.21156951887903e-05	0.0152900073282534	0.000804737227802808
PDGFC	FLT3	0.211428639752633	0.310310310774906	4.34257092596193	1.7837905363878e-05	0.022511436569214	0.0011255718284607
PDGFC	KIT	0.208022165769232	0.39048071700163	4.26941303511061	2.44654468976379e-05	0.030875393984819	0.00147025685641995
EFNA1	IGF1R	0.205485088586687	0.0978557063764776	4.21503211050338	3.08529617199615e-05	0.0389364376905914	0.00172561301792716
MAPK14	MAPKAPK2	0.205274291878975	0.162914405772368	4.21051780388388	3.14493656199086e-05	0.0396890994123247	0.00172561301792716
LYN	DAPP1	0.202394413615516	0.168651592253732	4.14890485802154	4.07719943226961e-05	0.0514542568352425	0.0021439273681351
TP53	SIVA1	0.199076275813687	0.0626107381042402	4.07805469717535	5.47413814547413e-05	0.0690836233958835	0.00276334493583534
TAB2	TRAF6	0.19844718475351	0.144997944704365	4.06463866064486	5.78548243542419e-05	0.0730127883350533	0.00280818416673282
RASGRP1	HRAS	0.197519317203906	0.108040580488124	4.04486043662582	6.27533166573443e-05	0.0791946856215685	0.00293313650450254
DUSP7	MAPK13	0.195543523247702	0.0737392925587794	4.00278245184141	7.45173205177951e-05	0.0940408584934574	0.00335860208905205
PLCG2	PRKCB	0.192408298203794	0.0101103104017507	3.93611612515635	9.75350374888488e-05	0.123089217310927	0.00424445576934232
