gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	FLT3	0.999911693218701	1	463.821640816212	6.34337598715839e-73	8.00534049579389e-70	8.00534049579389e-70
PDGFA	PDGFRA	0.999741818164918	0.592215690825928	271.225083104684	4.51222296044263e-64	5.6944253760786e-61	2.8472126880393e-61
ANGPT1	KIT	0.995269745192342	0.303389938108459	63.1523511801475	4.30510855167161e-40	5.43304699220957e-37	1.81101566406986e-37
EREG	FLT3	0.986531224532234	0.272805504446628	37.178415739125	1.72119159983383e-31	2.17214379899029e-28	5.43035949747573e-29
EREG	KIT	0.983281216811659	0.307418224693206	33.2870308956131	1.01702673816765e-29	1.28348774356757e-26	2.56697548713515e-27
ANGPT1	FGFR2	0.969428374487007	0.402889741597986	24.3544409268234	8.61982401255687e-25	1.08782179038468e-21	1.8130363173078e-22
EREG	FGFR2	0.954716976333847	0.193376437377176	19.7813893879538	1.3232292677595e-21	1.66991533591249e-18	2.38559333701784e-19
PDGFC	PDGFRA	0.917032904629282	0.519515345078109	14.1745405540481	9.41779055543824e-17	1.18852516809631e-13	1.48565646012038e-14
CACNB4	RASGRP4	0.911331585119055	0.34492207975999	13.6463256235127	3.16460964587253e-16	3.99373737309113e-13	4.43748597010126e-14
PPM1A	MAP2K3	0.905326100185665	0.436397748592871	13.1400509006794	1.04188350383055e-15	1.31485698183415e-12	1.31485698183415e-13
EREG	INSR	0.896014069192744	0.317954972183087	12.4393749226065	5.69842020406111e-15	7.19140629752512e-12	6.5376420886592e-13
SYK	PIK3AP1	0.89195408581712	-0.259086411868244	12.1611550887467	1.13752290382515e-14	1.43555390462734e-11	1.19629492052278e-12
ANGPT1	INSR	0.862668852018426	0.184637236468999	10.5143774729839	8.315291654197e-13	1.04938980675966e-09	8.07222928276663e-11
PDGFC	IGF1R	0.837349178344085	0.328472052334069	9.44222654854327	1.64164589659055e-11	2.07175712149727e-08	1.4798265153552e-09
LYN	BTK	0.828728919567821	-0.141915966655092	9.12825171769712	4.043786777206e-11	5.10325891283397e-08	3.40217260855598e-09
MAPKAPK2	ATF4	0.820165543649948	0.613818660087061	8.83693012020398	9.43718705195811e-11	1.19097300595711e-07	7.44358128723196e-09
LYN	SYK	0.7706305678202	0.0875657559976715	7.45428995047255	6.02289453696311e-09	7.60089290564744e-06	4.47111347391026e-07
MAP3K5	MAP2K3	0.757544809830351	0.235083868700722	7.15370751075149	1.52499206615946e-08	1.92453998749324e-05	1.06918888194069e-06
TAOK3	MAP2K3	0.751014502470251	0.566228893058161	7.01145618425747	2.37309746815841e-08	2.99484900481591e-05	1.57623631832416e-06
TP53	TP53I3	0.727968417712278	0.318501216263804	6.54525803408518	1.02059944945644e-07	0.000128799650521403	6.43998252607014e-06
ANGPT1	CSF1R	0.726850950520437	0.162922922440505	6.52393893376816	1.09132526368847e-07	0.000137725248277485	6.55834515607071e-06
EREG	CSF1R	0.711565583027818	0.149666011366931	6.24290059159644	2.64431426474296e-07	0.000333712460210562	1.51687481913892e-05
VEGFB	ERBB3	0.707719708376334	0.0233852221061254	6.17511467289414	3.27484610437071e-07	0.000413285578371584	1.79689381900689e-05
LYN	DAPP1	0.706315561104777	0.255091658384639	6.15064171237707	3.53781424883825e-07	0.000446472158203387	1.86030065918078e-05
PPP3CA	NFATC2	0.674022732131838	0.546486537198612	5.62460474421956	1.86345464962291e-06	0.00235167976782411	9.40671907129645e-05
PPP3CC	NFATC3	0.668690262456035	0.413320825515947	5.54385459811457	2.40433916820008e-06	0.0030342760302685	0.000112380593713648
PPP3CC	NFATC3	0.668690262456035	0.413320825515947	5.54385459811457	2.40433916820008e-06	0.0030342760302685	0.000112380593713648
DAPP1	RAC1	0.65478481852848	0.234929681028779	5.34041113464879	4.56477024164591e-06	0.00576074004495714	0.000205740715891326
PDGFA	IGF1R	0.64055554610706	0.221889204131247	5.14206107782106	8.51157957099363e-06	0.010741613418594	0.000370400462710137
