gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	KIT	0.946250715364469	0.3508851763891	33.740095264457	4.61657222882347e-67	5.9599947474111e-64	5.9599947474111e-64
ANGPT1	FLT3	0.920297277121865	0.53243235039219	27.1289600051481	4.6414999643643e-56	5.99217645399431e-53	2.99608822699716e-53
LYN	SYK	0.871827832673632	0.825879598893939	20.5270592403202	4.69594308850569e-43	6.06246252726085e-40	2.02082084242028e-40
BLNK	BTK	0.859932384083242	0.696940890473425	19.4299945322503	1.13927302892374e-40	1.47080148034055e-37	3.67700370085137e-38
EFNA1	NTRK2	0.854855215966082	0.453938228956253	19.0003964092913	1.01985725853062e-39	1.31663572076303e-36	2.63327144152606e-37
CACNA2D3	RASGRP4	0.825392689775261	0.729986934795772	16.8607571842017	7.91389604090108e-35	1.02168397888033e-31	1.70280663146722e-32
SYK	PIK3AP1	0.766347039611005	0.74277943418389	13.7571237269736	2.47221861342099e-27	3.1916342299265e-24	4.55947747132357e-25
PTPN6	BTK	0.724627692649145	0.624754718777088	12.1264292758249	2.9590917438818e-23	3.8201874413514e-20	4.77523430168926e-21
PTPN6	CD72	0.719202339911254	0.538940902428509	11.937590393612	8.8471945002832e-23	1.14217280998656e-19	1.26908089998507e-20
PTPN6	CD22	0.712118799865536	0.52626280354613	11.6978129178032	3.55845128162264e-22	4.59396060457483e-19	4.59396060457483e-20
PDGFD	ERBB2	0.695805791029352	0.448737774624737	11.1724991793296	7.52307639174313e-21	9.71229162174038e-18	8.82935601976398e-19
PAK1	MAP3K2	0.679696415761311	0.313329133612317	10.6867217852659	1.26159605605504e-19	1.62872050836706e-16	1.35726709030588e-17
LYN	DAPP1	0.673815085157103	0.625634724975666	10.516733654428	3.37881722011627e-19	4.3620530311701e-16	3.35542540859239e-17
PLCG2	BLNK	0.672053240044298	0.521157416723913	10.4665313007901	4.51882477851274e-19	5.83380278905995e-16	4.16700199218568e-17
PDGFD	PDGFRB	0.641599152177823	0.460470770773057	9.64653908179803	5.10803605350507e-17	6.59447454507505e-14	4.39631636338336e-15
RAC1	PAK1	0.636081398390005	0.264860503515845	9.50679074576144	1.1373156417455e-16	1.46827449349344e-13	9.176715584334e-15
EREG	CSF1R	0.634689802334345	0.646330090215862	9.47193624998925	1.38819403398751e-16	1.79215849787788e-13	1.05421088110463e-14
LYN	BTK	0.621021185072032	0.697247865633012	9.13756383775985	9.3314442495106e-16	1.20468945261182e-12	6.69271918117677e-14
HGF	INSR	0.611267126937378	0.631318787168679	8.9073281812921	3.437010085805e-15	4.43718002077426e-12	2.33535790567066e-13
