gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
IGF1	NGFR	1	1	27938437552426868	0	0	0
ANGPT1	FLT3	0.997780696438758	0.628108707108257	71.8648882141065	1.42901442814436e-28	1.84485762673437e-25	9.22428813367184e-26
ANGPT1	KIT	0.995403754554244	0.337862314258673	49.8478227217732	6.11206650103895e-25	7.89067785284128e-22	2.63022595094709e-22
ANGPT1	FGFR2	0.98170584788267	0.399411509197133	24.7268934586168	4.53175462142412e-18	5.85049521625854e-15	1.46262380406463e-15
IGF1	ERBB2	0.97185221505514	0.360063376731948	19.783578629297	6.12921869104791e-16	7.91282133014285e-13	1.58256426602857e-13
IGF1	PDGFRB	0.964499370028795	0.453298413911625	17.5154737932206	8.52850657623684e-15	1.10103019899218e-11	1.83505033165363e-12
IGF1	EPHA2	0.919648886944875	0.721687836487032	11.2299835030699	8.20494003271529e-11	1.05925775822354e-07	1.51322536889078e-08
RAC1	PAK1	0.912893709300602	0.640769230769231	10.7254112306174	2.00696077202704e-10	2.59098635668691e-07	3.23873294585864e-08
BLNK	BTK	0.905934220791615	0.476303615649375	10.2610262923044	4.69076258692681e-10	6.05577449972251e-07	6.72863833302501e-08
ANGPT1	IGF1R	0.904215529586435	0.353689871351337	10.1538390976722	5.72683333828181e-10	7.39334183972182e-07	7.39334183972182e-08
CACNA2D3	RASGRP4	0.899684283746899	0.436386195200959	9.88391149668841	9.52447678835026e-10	1.22960995337602e-06	1.11782723034184e-07
LYN	SYK	0.893810270995077	0.852294496011926	9.55872063247593	1.77890735168056e-09	2.2965693910196e-06	1.91380782584967e-07
PAK1	MAP3K2	0.873477538990052	0.245384615384615	8.60414259023896	1.20292619571753e-08	1.55297771867133e-05	1.19459824513179e-06
HGF	CSF1R	0.871145366378865	0.478232540961658	8.50845614087315	1.46651378329627e-08	1.89326929423548e-05	1.3523352101682e-06
SYK	PIK3AP1	0.865286750471988	0.815858117536537	8.27839248775258	2.37316995686336e-08	3.0637624143106e-05	2.04250827620707e-06
HGF	INSR	0.857119109547424	0.39295789728063	7.97991273946585	4.47812560391551e-08	5.78126015465492e-05	3.61328759665933e-06
VEGFA	INSR	0.834304278612315	0.539071819649766	7.25766724056426	2.18639990624391e-07	0.000282264227896089	1.66037781115346e-05
RASGRP4	MRAS	0.830784394195808	0.511387165607775	7.15835843237922	2.73376427250722e-07	0.000352928967580682	1.96071648655935e-05
LYN	DAPP1	0.827823863994094	0.664358542776095	7.07698393416815	3.28613886409685e-07	0.000424240527354903	2.23284488081528e-05
VEGFA	CSF1R	0.819134888507114	0.345798914233815	6.84872124452923	5.53174711003429e-07	0.000714148551905427	3.57074275952713e-05
PDGFD	ERBB2	0.81784563497637	0.425693336137719	6.81611588977667	5.9621841492244e-07	0.00076971797366487	3.66532368411843e-05
PAK2	MAP3K2	0.811597627430627	0.68	6.66239889348936	8.50374151505146e-07	0.00109783302959314	4.99015013451429e-05
PDGFC	IGF1R	0.80534252212903	0.600883245968031	6.51522167413902	1.19796433020592e-06	0.00154657195029584	6.72422587085149e-05
DUSP3	MAPK14	0.800517135671446	0.482024267585091	6.40594378959207	1.54770578380979e-06	0.00199808816689844	8.32536736207683e-05
PDGFC	INSR	0.797239279416167	0.505317609797223	6.33370369310549	1.83470518007745e-06	0.00236860438747999	9.39259995644655e-05
EREG	IGF1R	0.796644338223573	0.324537773412091	6.32075855527753	1.89161579293269e-06	0.0024420759886761	9.39259995644655e-05
MAP2K4	CRKL	0.793836010085603	0.443162154764367	6.26032585660062	2.18211688857913e-06	0.00281711290315566	0.000104337514931691
PDGFD	PDGFRB	0.787788808469046	0.224219144076026	6.13382633463225	2.94671098316202e-06	0.00380420387926217	0.000135864424259363
PAK1	MAP3K3	0.783274493813369	0.468052486650344	6.04246009108359	3.6647504802865e-06	0.00473119287004987	0.000163144581725858
RAC1	PAK2	0.780099236721873	0.601538461538462	5.97968484747797	4.2593381701037e-06	0.00549880557760388	0.000183293519253463
EREG	FLT3	0.779208048595095	0.491474102514366	5.9622799196366	4.44097774398861e-06	0.0057333022674893	0.000183817750378456
CACNA1E	RASGRF1	0.778659003433857	0.734594577213933	5.95160293930531	4.55628815810271e-06	0.0058821680121106	0.000183817750378456
PLCG2	PRKCB	0.77339482504797	0.802462026769504	5.850965665583	5.80489731448111e-06	0.00749412243299511	0.00022709461918167
