gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	FLT3	0.992913451489449	0.596692956195082	64.718049234661	3.2489225936189e-57	4.194359068362e-54	4.194359068362e-54
ANGPT1	KIT	0.98911094484195	0.347612557913732	52.0590250302209	1.2165533235991e-51	1.57057034076644e-48	7.85285170383219e-49
BLNK	BTK	0.886965862385272	0.642651337345781	14.8763263078977	8.52076489261833e-22	1.10003074763703e-18	3.66676915879009e-19
CACNA2D3	RASGRP4	0.874537567536884	0.605122169912978	13.9685127794098	1.61950836279217e-20	2.09078529636469e-17	5.22696324091173e-18
LYN	SYK	0.862545062647166	0.792299492306229	13.2045575024526	2.09366946612281e-19	2.70292728076455e-16	4.99214337736334e-17
FGF22	EPHA2	0.862038765380875	0.167922485680074	13.1743599844325	2.3201286029574e-19	2.995286026418e-16	4.99214337736334e-17
ANGPT1	FGFR2	0.810627361674858	0.347612557913732	10.7231832925846	1.42245713326204e-15	1.83639215904129e-12	2.62341737005899e-13
SYK	PIK3AP1	0.803044650212484	0.734600306561489	10.4382618382203	4.10927383125858e-15	5.30507251615483e-12	6.63134064519353e-13
RAC1	PAK1	0.799050753833235	0.311564752184988	10.2940220050186	7.05491857674166e-15	9.10789988257348e-12	1.0119888758415e-12
HGF	INSR	0.785234270492028	0.48868223756611	9.82301421105901	4.18414289364729e-14	5.40172847569865e-11	5.40172847569865e-12
PTPN6	CD72	0.776792634687483	0.530177987499938	9.55450277794834	1.16577840462877e-13	1.50501992037574e-10	1.36819992761431e-11
CACNA1E	RASGRF1	0.763121066232988	0.75218641917296	9.14670728101293	5.59536006287128e-13	7.22360984116682e-10	6.01967486763902e-11
VEGFA	INSR	0.761019486312938	0.530890320186365	9.08673947224624	7.0551291688246e-13	9.10817175695256e-10	7.00628596688658e-11
LYN	DAPP1	0.751439086022453	0.53875842372054	8.82176468335073	1.9712874212113e-12	2.54493206078379e-09	1.81780861484556e-10
PAK1	MAP3K2	0.737129690733631	0.232448983975212	8.44953170640328	8.41431214992257e-12	1.086287698555e-08	7.24191799036669e-10
EREG	INSR	0.731449025066155	0.525416819534467	8.30886052456667	1.45904795831347e-11	1.88363091418269e-08	1.17726932136418e-09
PTPN6	BTK	0.729727089116343	0.643663191735175	8.26696389176626	1.71927364719047e-11	2.2195822785229e-08	1.30563663442523e-09
PTPN6	CD22	0.72811082707791	0.460770915530408	8.22794465756781	2.00334218450209e-11	2.5863147601922e-08	1.43684153344011e-09
RAC1	PAK2	0.726842894295913	0.506685804940696	8.19753933254345	2.25695867455127e-11	2.91373364884569e-08	1.53354402570826e-09
PDGFC	INSR	0.723412877157711	0.475922637141698	8.11617149721237	3.1055514088715e-11	4.00926686885311e-08	2.00463343442655e-09
