gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
ANGPT1	FLT3	0.999911675152534	1	432.187053718681	1.6461746085421e-63	2.07747235598013e-60	2.07747235598013e-60
PDGFA	PDGFRA	0.999863911206845	0.594411823298426	348.166081970057	2.06075097512688e-60	2.60066773061012e-57	1.30033386530506e-57
ANGPT1	KIT	0.99527880888447	0.301383075228233	58.9079814819334	5.16703173069253e-35	6.52079404413397e-32	2.17359801471132e-32
EREG	FLT3	0.98694215284535	0.270281238808668	35.1981847237335	9.47783464397324e-28	1.19610273206942e-24	2.99025683017356e-25
EREG	KIT	0.983579061601578	0.297804138878945	31.3070755489828	4.05649463741012e-26	5.11929623241157e-23	1.02385924648231e-23
ANGPT1	FGFR2	0.969426428223074	0.402080397533578	22.6949303959354	1.03969272310177e-21	1.31209221655443e-18	2.18682036092406e-19
EREG	FGFR2	0.954807201050433	0.186613272230603	18.4538111047166	5.89034001827746e-19	7.43360910306615e-16	1.06194415758088e-16
PPM1A	MAP2K3	0.922690139740932	0.454901960784314	13.7480390121259	3.25517975996473e-15	4.10803685707549e-12	5.13504607134436e-13
CACNB4	RASGRP4	0.914668472436075	0.321951333069654	12.999274853957	1.56166787756365e-14	1.97082486148533e-11	2.18980540165036e-12
PDGFC	PDGFRA	0.910373442619714	0.522432560065425	12.6386025399298	3.3986167558575e-14	4.28905434589216e-11	4.28905434589217e-12
EREG	INSR	0.897006121252864	0.308729561681565	11.6576846612418	3.04196975585337e-13	3.83896583188695e-10	3.45341090501486e-11
SYK	PIK3AP1	0.896503464117564	-0.394392361649552	11.6243643772903	3.28375046435644e-13	4.14409308601783e-10	3.45341090501486e-11
ANGPT1	CSF1R	0.889257882588526	0.16777064652617	11.168186572041	9.48650143437926e-13	1.19719648101866e-09	9.20920370014356e-11
EREG	CSF1R	0.877908251918007	0.174327325887481	10.5323615761248	4.34785516129781e-12	5.48699321355784e-09	3.91928086682703e-10
ANGPT1	INSR	0.865608335133438	0.179674867055022	9.9307487865591	1.92615141822947e-11	2.43080308980559e-08	1.62053539320373e-09
CD19	VAV3	0.854893001605109	0.309454271339234	9.46596994316759	6.28258815811467e-11	7.92862625554071e-08	4.95539140971295e-09
LYN	BTK	0.844381345210787	-0.100848333083751	9.05397750189673	1.8346021452736e-10	2.31526790733528e-07	1.36192229843252e-08
PDGFC	IGF1R	0.838386951703118	0.341152517585074	8.83577819227477	3.26523998197186e-10	4.12073285724849e-07	2.28929603180472e-08
