gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
PDGFA	PDGFRA	0.991736664188144	0.579039248143034	142.751243021739	3.41086894626567e-306	4.30451661018728e-303	4.30451661018728e-303
ANGPT1	KIT	0.777283667489832	0.314832316130106	22.8140465633772	1.31550490340663e-70	1.66016718809917e-67	8.30083594049583e-68
ANGPT1	FLT3	0.755091195925267	0.5	21.2678972491615	1.71649370803e-64	2.16621505953386e-61	7.22071686511287e-62
PDGFC	PDGFRA	0.642317664812669	0.449836526516272	15.4756795124289	2.70694201249548e-41	3.4161608197693e-38	8.54040204942324e-39
EREG	KIT	0.498853529574967	0.174206229501982	10.6288995668646	5.55200359559233e-23	7.00662853763752e-20	1.4013257075275e-20
EREG	FLT3	0.485357938479033	0.286973735624524	10.2511155041303	1.13245808100528e-21	1.42916209822866e-18	2.38193683038111e-19
ANGPT1	FGFR2	0.426955761999798	0.402840054069894	8.71888076913729	1.25148888199248e-16	1.57937896907451e-13	2.25625567010644e-14
PPM1A	MAP2K3	0.326013365984301	0.185124420879196	6.36814586279362	6.18593055427789e-10	7.8066443594987e-07	9.75830544937337e-08
EFNA5	ERBB3	0.312760692463252	0.164541666051868	6.08054598951609	3.21069403274223e-09	4.05189586932069e-06	4.50210652146744e-07
CSF1	CSF1R	0.280961764819599	0.237574891558431	5.40605345774559	1.21348027429552e-07	0.000153141210616095	1.53141210616095e-05
EREG	FGFR2	0.270928256596947	0.228358770947958	5.19739639419449	3.48837925431233e-07	0.000440233461894216	4.00212238085651e-05
RAC2	PAK2	0.246921528426812	0.20316730149805	4.70539913374348	3.68826236538997e-06	0.00465458710512214	0.000387882258760179
DUSP5	MAPK12	0.244220327036105	0.108335846578045	4.65064027443293	4.73977306021499e-06	0.00598159360199132	0.000460122584768563
DUSP10	MAPK11	0.240985669949038	0.21147740353835	4.58521850883795	6.37615022997416e-06	0.00804670159022739	0.000574764399301956
INS	FGFR1	0.239789346723045	0.143449415367247	4.56106381101512	7.10790880226213e-06	0.00897018090845481	0.000598012060563654
CACNA1F	RASGRP4	0.238814535274389	0.231990253650191	4.54139791561243	7.76261974729638e-06	0.00979642612108803	0.000612276632568002
DUSP3	MAPK14	0.230712427669535	0.150787288036817	4.37850174609589	1.59158116024658e-05	0.0200857542423118	0.00118151495543011
PDGFB	ERBB2	0.222890784661691	0.0477265188212512	4.22215756873632	3.10746762037695e-05	0.0392162413691571	0.00217868007606428
PDGFC	KIT	0.217823514793386	0.388730572182643	4.12133004833094	4.73417431626201e-05	0.0597452798712266	0.00304750008800377
LYN	DAPP1	0.217580280345773	0.125348691245118	4.11649910007993	4.82963563867476e-05	0.0609500017600755	0.00304750008800377
CACNA2D3	RASGRF2	0.214335424385187	0.0533419516424738	4.05212866241047	6.29000278471167e-05	0.0793798351430613	0.00377999214966958
PDGFC	FLT3	0.210461097910226	0.309227476470179	3.97545494814546	8.5781905664295e-05	0.10825676494834	0.00486168885630948
DUSP5	MAPK1	0.210052747626622	0.185188145684287	3.96738510751586	8.86044720246577e-05	0.111818843695118	0.00486168885630948
PPP5C	MAP3K5	0.199799651666053	0.15841343438873	3.76546124782094	0.000195737705764897	0.2470209846753	0.0102925410281375
PDGFA	IGF1R	0.19608651896286	0.177580225481987	3.69265703014719	0.000258337476890703	0.326021895836067	0.0130408758334427
RAC2	MAP3K1	0.194619120017394	0.20882354371847	3.66393116405728	0.000287879404225134	0.363303808132119	0.0139732233896969
TGFB1	TGFBR2	-0.193930524576768	-0.195460677963063	-3.65046001793353	0.000302802546509066	0.382136813694441	0.0141532153220163
MAPK12	ATF2	0.19329009447507	0.116257680806402	3.6379361735772	0.000317326280445966	0.400465765922809	0.0141681299531614
MAPK13	ELK4	0.192938423034931	0.129780659190706	3.63106116598039	0.00032557509401084	0.41087576864168	0.0141681299531614
DUSP2	MAPK1	0.192227444977883	0.10844285281412	3.61716632283849	0.000342865608075287	0.432696397391012	0.0144232132463671
TP53	TP53I3	0.18604950424576	0.116784058358517	3.49667527337185	0.000533408057631104	0.673160968730453	0.0217148699590469
AREG	FGFR1	0.18472700560616	0.156743683904528	3.47093841051501	0.000585291577716001	0.738637971077593	0.0230824365961748
MAPK1	RPS6KA1	0.183889598129504	0.18527281242554	3.45465190742012	0.000620522765905299	0.783099730572487	0.0237302948658329
MAPK12	RPS6KA5	0.182824052098378	0.0839588585118684	3.43393965190776	0.000668192636604618	0.843259107395028	0.0248017384527949
ANGPT2	INSR	0.181627625569908	0.123169089519141	3.41069823662634	0.000725745288332819	0.915890553876017	0.0261683015393148
LYN	BTK	0.177029233450422	0.0212770452564337	3.32151600423005	0.000992292876666713	1	0.034785378065372
EREG	FLT4	0.174301707524619	0.105231875703731	3.2687243005648	0.00119038421462271	1	0.0406017534825368
VEGFB	INSR	0.173775901994517	0.0509974440272832	3.25855621450472	0.00123252240500891	1	0.0409327177663485
ANGPT1	IGF1R	0.17205885904364	0.0739609746670307	3.22537180727177	0.00137986238686656	1	0.0446509315955282
DUSP4	MAPK11	0.168634887757951	0.0897161737559273	3.15928856746085	0.00172301791451437	1	0.0543612152029284
MAPK1	RPS6KA3	0.166527964757134	0.140920947510056	3.11868326704435	0.0019713298328507	1	0.0606784938794532
TRADD	CASP3	0.16560461330903	0.191999693560549	3.10090202379639	0.00209012409435526	1	0.0628032525494366
TP53	RRM2	0.16347682473827	0.0732622408040122	3.05995842627894	0.0023891582142406	1	0.0701190154970148
IKBKG	RELB	0.161893583972218	0.212596286340677	3.02952169955287	0.00263641839811372	1	0.0754905302469268
DUSP4	MAPK1	0.16151748914583	0.144018304644105	3.02229507367028	0.00269847796600064	1	0.0754905302469268
RAC1	PAK2	0.161201546177826	0.103919158932395	3.01622530512907	0.00275163580931746	1	0.0754905302469268
EFNA1	NTRK2	0.160401040348905	0.162666858731549	3.00085056815437	0.00289061226463536	1	0.0776160144248899
DAPP1	RAC1	0.154813437915376	0.039426996174184	2.89370089350439	0.00405224891480389	1	0.106540377718386
CDC42	PAK2	0.154417078707846	0.143261918644182	2.886111123691	0.00414884014142413	1	0.106853801193413
CHEK1	TP53	0.153892263286094	0.151864508846355	2.87606377807585	0.00427993484267973	1	0.108025555429236
