gene1	gene2	pearson.R	spearman.R	t.value	Pvalue	bonferroni	fdr
PDGFA	PDGFRA	0.997535259855807	0.580917803416054	180.388313094274	1.06240849923864e-187	1.34075952603916e-184	1.34075952603916e-184
ANGPT1	FLT3	0.941503386316402	0.5	35.4487058948164	5.92699911455959e-78	7.4798728825742e-75	3.7399364412871e-75
ANGPT1	KIT	0.929383595136836	0.313261725934787	31.9481597831689	1.38782714590213e-71	1.75143785812849e-68	5.83812619376163e-69
PDGFC	PDGFRA	0.88613393361139	0.452768828246137	24.2621276072331	1.18292928583756e-55	1.492856758727e-52	3.7321418968175e-53
ANGPT1	FGFR2	0.533553488730126	0.401863031467234	8.00461619518513	2.24662050469852e-13	2.83523507692953e-10	5.67047015385906e-11
CACNA1F	RASGRP4	0.527992437945383	0.283743261965082	7.88870216563653	4.39775434279809e-13	5.54996598061119e-10	9.24994330101865e-11
PPM1A	MAP2K3	0.525062800311052	0.284455504161472	7.82820573520242	6.23412074724702e-13	7.86746038302574e-10	1.12392291186082e-10
EREG	FLT3	0.509284998379921	0.281399051779099	7.50885169028851	3.85864597079304e-12	4.86961121514082e-09	6.08701401892602e-10
EREG	KIT	0.503281342265006	0.345396656769318	7.39006738041192	7.53606734247525e-12	9.51051698620377e-09	1.0567241095782e-09
PDGFC	IGF1R	0.496733108422266	0.14740675843956	7.26214109899772	1.54109917623249e-11	1.9448671604054e-08	1.9448671604054e-09
PDGFB	ERBB2	0.484544867405867	0.111947251364933	7.02837357951492	5.60859683518133e-11	7.07804920599884e-08	6.43459018727167e-09
LYN	BTK	0.476508001888342	0.0956083001390101	6.87717712223353	1.27902596062047e-10	1.61413076230303e-07	1.34510896858586e-08
CACNB4	RASGRP4	0.43411986661385	0.268957240604425	6.1145943302492	7.06126949668088e-09	8.91132210481127e-06	6.7078818853042e-07
FGF1	ERBB3	0.433525452879604	0.258746726971957	6.1042826380899	7.44139036404586e-09	9.39103463942587e-06	6.7078818853042e-07
LYN	DAPP1	0.430425221452668	0.224315638178455	6.05065923975914	9.76589045428844e-09	1.2324553753312e-05	8.21636916887468e-07
